角色名,外文名,性别,立绘编号,文件名,文件链接,logo,出处,星级,内部编号,职业,分支,势力,出身地
琴柳,Saileach,女性,skin2,立绘_琴柳_skin2.png,https://media.prts.wiki/6/6e/%E7%AB%8B%E7%BB%98_%E7%90%B4%E6%9F%B3_skin2.png,维多利亚,方舟干员,6,VC10,先锋,执旗手,维多利亚,维多利亚
瑕光,Blemishine,女性,1,立绘_瑕光_1.png,https://media.prts.wiki/c/ce/%E7%AB%8B%E7%BB%98_%E7%91%95%E5%85%89_1.png,卡西米尔,方舟干员,6,KZ09,重装,守护者,卡西米尔,卡西米尔
瑕光,Blemishine,女性,2,立绘_瑕光_2.png,https://media.prts.wiki/2/2e/%E7%AB%8B%E7%BB%98_%E7%91%95%E5%85%89_2.png,卡西米尔,方舟干员,6,KZ09,重装,守护者,卡西米尔,卡西米尔
瑕光,Blemishine,女性,skin1,立绘_瑕光_skin1.png,https://media.prts.wiki/4/43/%E7%AB%8B%E7%BB%98_%E7%91%95%E5%85%89_skin1.png,卡西米尔,方舟干员,6,KZ09,重装,守护者,卡西米尔,卡西米尔
瑰盐,Rose Salt,女性,1,立绘_瑰盐_1.png,https://media.prts.wiki/9/90/%E7%AB%8B%E7%BB%98_%E7%91%B0%E7%9B%90_1.png,伊比利亚,方舟干员,5,II11,医疗,群愈师,伊比利亚,伊比利亚
瑰盐,Rose Salt,女性,2,立绘_瑰盐_2.png,https://media.prts.wiki/2/24/%E7%AB%8B%E7%BB%98_%E7%91%B0%E7%9B%90_2.png,伊比利亚,方舟干员,5,II11,医疗,群愈师,伊比利亚,伊比利亚
瑰盐,Rose Salt,女性,skin1,立绘_瑰盐_skin1.png,https://media.prts.wiki/0/0f/%E7%AB%8B%E7%BB%98_%E7%91%B0%E7%9B%90_skin1.png,伊比利亚,方舟干员,5,II11,医疗,群愈师,伊比利亚,伊比利亚
电弧,Raidian,女性,1,立绘_电弧_1.png,https://media.prts.wiki/5/5c/%E7%AB%8B%E7%BB%98_%E7%94%B5%E5%BC%A7_1.png,罗德岛-精英干员,方舟干员,6,RE10,辅助,召唤师,罗德岛-精英干员,乌萨斯
电弧,Raidian,女性,2,立绘_电弧_2.png,https://media.prts.wiki/f/f9/%E7%AB%8B%E7%BB%98_%E7%94%B5%E5%BC%A7_2.png,罗德岛-精英干员,方舟干员,6,RE10,辅助,召唤师,罗德岛-精英干员,乌萨斯
电弧,Raidian,女性,skin1,立绘_电弧_skin1.png,https://media.prts.wiki/6/69/%E7%AB%8B%E7%BB%98_%E7%94%B5%E5%BC%A7_skin1.png,罗德岛-精英干员,方舟干员,6,RE10,辅助,召唤师,罗德岛-精英干员,乌萨斯
白金,Platinum,女性,1,立绘_白金_1.png,https://media.prts.wiki/5/56/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%87%91_1.png,卡西米尔,方舟干员,5,KZ03,狙击,速射手,卡西米尔,卡西米尔
白金,Platinum,女性,2,立绘_白金_2.png,https://media.prts.wiki/7/77/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%87%91_2.png,卡西米尔,方舟干员,5,KZ03,狙击,速射手,卡西米尔,卡西米尔
白金,Platinum,女性,skin1,立绘_白金_skin1.png,https://media.prts.wiki/a/af/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%87%91_skin1.png,卡西米尔,方舟干员,5,KZ03,狙击,速射手,卡西米尔,卡西米尔
白铁,Stainless,男性,1,立绘_白铁_1.png,https://media.prts.wiki/2/28/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%93%81_1.png,维多利亚,方舟干员,6,VC17,辅助,工匠,维多利亚,维多利亚
白铁,Stainless,男性,2,立绘_白铁_2.png,https://media.prts.wiki/1/1b/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%93%81_2.png,维多利亚,方舟干员,6,VC17,辅助,工匠,维多利亚,维多利亚
白铁,Stainless,男性,skin1,立绘_白铁_skin1.png,https://media.prts.wiki/e/eb/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%93%81_skin1.png,维多利亚,方舟干员,6,VC17,辅助,工匠,维多利亚,维多利亚
白铁,Stainless,男性,skin2,立绘_白铁_skin2.png,https://media.prts.wiki/8/85/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%93%81_skin2.png,维多利亚,方舟干员,6,VC17,辅助,工匠,维多利亚,维多利亚
白雪,ShiraYuki,女性,1,立绘_白雪_1.png,https://media.prts.wiki/1/10/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%9B%AA_1.png,东,方舟干员,4,LM10,狙击,炮手,东,东国
白雪,ShiraYuki,女性,2,立绘_白雪_2.png,https://media.prts.wiki/4/40/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%9B%AA_2.png,东,方舟干员,4,LM10,狙击,炮手,东,东国
白雪,ShiraYuki,女性,skin1,立绘_白雪_skin1.png,https://media.prts.wiki/6/6f/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%9B%AA_skin1.png,东,方舟干员,4,LM10,狙击,炮手,东,东国
白面鸮,Ptilopsis,女性,1,立绘_白面鸮_1.png,https://media.prts.wiki/a/ac/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%9D%A2%E9%B8%AE_1.png,莱茵生命,方舟干员,5,RL04,医疗,群愈师,莱茵生命,哥伦比亚
白面鸮,Ptilopsis,女性,2,立绘_白面鸮_2.png,https://media.prts.wiki/a/a2/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%9D%A2%E9%B8%AE_2.png,莱茵生命,方舟干员,5,RL04,医疗,群愈师,莱茵生命,哥伦比亚
白面鸮,Ptilopsis,女性,skin1,立绘_白面鸮_skin1.png,https://media.prts.wiki/3/31/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%9D%A2%E9%B8%AE_skin1.png,莱茵生命,方舟干员,5,RL04,医疗,群愈师,莱茵生命,哥伦比亚
白面鸮,Ptilopsis,女性,skin2,立绘_白面鸮_skin2.png,https://media.prts.wiki/e/ee/%E7%AB%8B%E7%BB%98_%E7%99%BD%E9%9D%A2%E9%B8%AE_skin2.png,莱茵生命,方舟干员,5,RL04,医疗,群愈师,莱茵生命,哥伦比亚
百炼嘉维尔,Gavial the Invincible,女性,1,立绘_百炼嘉维尔_1.png,https://media.prts.wiki/d/d8/%E7%AB%8B%E7%BB%98_%E7%99%BE%E7%82%BC%E5%98%89%E7%BB%B4%E5%B0%94_1.png,罗德岛,方舟干员,6,RF22,近卫,强攻手,罗德岛,萨尔贡
百炼嘉维尔,Gavial the Invincible,女性,2,立绘_百炼嘉维尔_2.png,https://media.prts.wiki/7/76/%E7%AB%8B%E7%BB%98_%E7%99%BE%E7%82%BC%E5%98%89%E7%BB%B4%E5%B0%94_2.png,罗德岛,方舟干员,6,RF22,近卫,强攻手,罗德岛,萨尔贡
百炼嘉维尔,Gavial the Invincible,女性,skin1,立绘_百炼嘉维尔_skin1.png,https://media.prts.wiki/4/4e/%E7%AB%8B%E7%BB%98_%E7%99%BE%E7%82%BC%E5%98%89%E7%BB%B4%E5%B0%94_skin1.png,罗德岛,方舟干员,6,RF22,近卫,强攻手,罗德岛,萨尔贡
真理,Истина,女性,1,立绘_真理_1.png,https://media.prts.wiki/1/19/%E7%AB%8B%E7%BB%98_%E7%9C%9F%E7%90%86_1.png,乌萨斯学生自治团,方舟干员,5,USS2,辅助,凝滞师,乌萨斯学生自治团,乌萨斯
真理,Истина,女性,2,立绘_真理_2.png,https://media.prts.wiki/3/30/%E7%AB%8B%E7%BB%98_%E7%9C%9F%E7%90%86_2.png,乌萨斯学生自治团,方舟干员,5,USS2,辅助,凝滞师,乌萨斯学生自治团,乌萨斯
真理,Истина,女性,skin1,立绘_真理_skin1.png,https://media.prts.wiki/7/7a/%E7%AB%8B%E7%BB%98_%E7%9C%9F%E7%90%86_skin1.png,乌萨斯学生自治团,方舟干员,5,USS2,辅助,凝滞师,乌萨斯学生自治团,乌萨斯
真言,Mantra,女性,1,立绘_真言_1.png,https://media.prts.wiki/e/ef/%E7%AB%8B%E7%BB%98_%E7%9C%9F%E8%A8%80_1.png,罗德岛-精英干员,方舟干员,6,RE06,术师,本源术师,罗德岛-精英干员,萨尔贡
真言,Mantra,女性,2,立绘_真言_2.png,https://media.prts.wiki/8/86/%E7%AB%8B%E7%BB%98_%E7%9C%9F%E8%A8%80_2.png,罗德岛-精英干员,方舟干员,6,RE06,术师,本源术师,罗德岛-精英干员,萨尔贡
矩,Ju,男性,1,立绘_矩_1.png,https://media.prts.wiki/1/13/%E7%AB%8B%E7%BB%98_%E7%9F%A9_1.png,炎,方舟干员,5,YD28,狙击,攻城手,炎,炎
矩,Ju,男性,2,立绘_矩_2.png,https://media.prts.wiki/a/a5/%E7%AB%8B%E7%BB%98_%E7%9F%A9_2.png,炎,方舟干员,5,YD28,狙击,攻城手,炎,炎
石棉,Asbestos,女性,1,立绘_石棉_1.png,https://media.prts.wiki/4/43/%E7%AB%8B%E7%BB%98_%E7%9F%B3%E6%A3%89_1.png,雷姆必拓,方舟干员,5,RB05,重装,驭法铁卫,雷姆必拓,雷姆必拓
石棉,Asbestos,女性,2,立绘_石棉_2.png,https://media.prts.wiki/a/a5/%E7%AB%8B%E7%BB%98_%E7%9F%B3%E6%A3%89_2.png,雷姆必拓,方舟干员,5,RB05,重装,驭法铁卫,雷姆必拓,雷姆必拓
石棉,Asbestos,女性,skin1,立绘_石棉_skin1.png,https://media.prts.wiki/0/0a/%E7%AB%8B%E7%BB%98_%E7%9F%B3%E6%A3%89_skin1.png,雷姆必拓,方舟干员,5,RB05,重装,驭法铁卫,雷姆必拓,雷姆必拓
石英,Quartz,女性,1,立绘_石英_1.png,https://media.prts.wiki/d/da/%E7%AB%8B%E7%BB%98_%E7%9F%B3%E8%8B%B1_1.png,哥伦比亚,方舟干员,4,CB18,近卫,重剑手,哥伦比亚,哥伦比亚
石英,Quartz,女性,2,立绘_石英_2.png,https://media.prts.wiki/7/78/%E7%AB%8B%E7%BB%98_%E7%9F%B3%E8%8B%B1_2.png,哥伦比亚,方舟干员,4,CB18,近卫,重剑手,哥伦比亚,哥伦比亚
石英,Quartz,女性,skin1,立绘_石英_skin1.png,https://media.prts.wiki/5/5b/%E7%AB%8B%E7%BB%98_%E7%9F%B3%E8%8B%B1_skin1.png,哥伦比亚,方舟干员,4,CB18,近卫,重剑手,哥伦比亚,哥伦比亚
砾,Gravel,女性,1,立绘_砾_1.png,https://media.prts.wiki/3/38/%E7%AB%8B%E7%BB%98_%E7%A0%BE_1.png,卡西米尔,方舟干员,4,KZ04,特种,处决者,卡西米尔,卡西米尔
砾,Gravel,女性,2,立绘_砾_2.png,https://media.prts.wiki/6/62/%E7%AB%8B%E7%BB%98_%E7%A0%BE_2.png,卡西米尔,方舟干员,4,KZ04,特种,处决者,卡西米尔,卡西米尔
砾,Gravel,女性,skin1,立绘_砾_skin1.png,https://media.prts.wiki/c/c3/%E7%AB%8B%E7%BB%98_%E7%A0%BE_skin1.png,卡西米尔,方舟干员,4,KZ04,特种,处决者,卡西米尔,卡西米尔
祐天寺若麦,Yūtenji Nyamu,女性,1,立绘_祐天寺若麦_1.png,https://media.prts.wiki/5/5b/%E7%AB%8B%E7%BB%98_%E7%A5%90%E5%A4%A9%E5%AF%BA%E8%8B%A5%E9%BA%A6_1.png,罗德岛,方舟干员,5,AM04,近卫,撼地者,Ave Mujica,未知
祐天寺若麦,Yūtenji Nyamu,女性,2,立绘_祐天寺若麦_2.png,https://media.prts.wiki/d/d9/%E7%AB%8B%E7%BB%98_%E7%A5%90%E5%A4%A9%E5%AF%BA%E8%8B%A5%E9%BA%A6_2.png,罗德岛,方舟干员,5,AM04,近卫,撼地者,Ave Mujica,未知
祐天寺若麦,Yūtenji Nyamu,女性,skin1,立绘_祐天寺若麦_skin1.png,https://media.prts.wiki/1/1b/%E7%AB%8B%E7%BB%98_%E7%A5%90%E5%A4%A9%E5%AF%BA%E8%8B%A5%E9%BA%A6_skin1.png,罗德岛,方舟干员,5,AM04,近卫,撼地者,Ave Mujica,未知
稀音,Scene,女性,1,立绘_稀音_1.png,https://media.prts.wiki/d/dd/%E7%AB%8B%E7%BB%98_%E7%A8%80%E9%9F%B3_1.png,萨尔贡,方舟干员,5,R162,辅助,召唤师,萨尔贡,萨尔贡
稀音,Scene,女性,2,立绘_稀音_2.png,https://media.prts.wiki/f/f5/%E7%AB%8B%E7%BB%98_%E7%A8%80%E9%9F%B3_2.png,萨尔贡,方舟干员,5,R162,辅助,召唤师,萨尔贡,萨尔贡
稀音,Scene,女性,skin1,立绘_稀音_skin1.png,https://media.prts.wiki/1/14/%E7%AB%8B%E7%BB%98_%E7%A8%80%E9%9F%B3_skin1.png,萨尔贡,方舟干员,5,R162,辅助,召唤师,萨尔贡,萨尔贡
空,Sora,女性,1,立绘_空_1.png,https://media.prts.wiki/f/f0/%E7%AB%8B%E7%BB%98_%E7%A9%BA_1.png,企鹅物流,方舟干员,5,PL05,辅助,吟游者,企鹅物流,因经纪公司要求不公开
空,Sora,女性,2,立绘_空_2.png,https://media.prts.wiki/4/46/%E7%AB%8B%E7%BB%98_%E7%A9%BA_2.png,企鹅物流,方舟干员,5,PL05,辅助,吟游者,企鹅物流,因经纪公司要求不公开
空,Sora,女性,skin1,立绘_空_skin1.png,https://media.prts.wiki/1/1b/%E7%AB%8B%E7%BB%98_%E7%A9%BA_skin1.png,企鹅物流,方舟干员,5,PL05,辅助,吟游者,企鹅物流,因经纪公司要求不公开
空,Sora,女性,skin2,立绘_空_skin2.png,https://media.prts.wiki/8/8b/%E7%AB%8B%E7%BB%98_%E7%A9%BA_skin2.png,企鹅物流,方舟干员,5,PL05,辅助,吟游者,企鹅物流,因经纪公司要求不公开
空弦,Archetto,女性,1,立绘_空弦_1.png,https://media.prts.wiki/d/da/%E7%AB%8B%E7%BB%98_%E7%A9%BA%E5%BC%A6_1.png,拉特兰,方舟干员,6,LT08,狙击,速射手,拉特兰,拉特兰
空弦,Archetto,女性,2,立绘_空弦_2.png,https://media.prts.wiki/4/46/%E7%AB%8B%E7%BB%98_%E7%A9%BA%E5%BC%A6_2.png,拉特兰,方舟干员,6,LT08,狙击,速射手,拉特兰,拉特兰
空弦,Archetto,女性,skin1,立绘_空弦_skin1.png,https://media.prts.wiki/8/81/%E7%AB%8B%E7%BB%98_%E7%A9%BA%E5%BC%A6_skin1.png,拉特兰,方舟干员,6,LT08,狙击,速射手,拉特兰,拉特兰
空弦,Archetto,女性,skin2,立绘_空弦_skin2.png,https://media.prts.wiki/f/f8/%E7%AB%8B%E7%BB%98_%E7%A9%BA%E5%BC%A6_skin2.png,拉特兰,方舟干员,6,LT08,狙击,速射手,拉特兰,拉特兰
空构,Spuria,女性,1,立绘_空构_1.png,https://media.prts.wiki/2/2d/%E7%AB%8B%E7%BB%98_%E7%A9%BA%E6%9E%84_1.png,拉特兰,方舟干员,5,LT12,特种,怪杰,拉特兰,拉特兰
空构,Spuria,女性,2,立绘_空构_2.png,https://media.prts.wiki/2/24/%E7%AB%8B%E7%BB%98_%E7%A9%BA%E6%9E%84_2.png,拉特兰,方舟干员,5,LT12,特种,怪杰,拉特兰,拉特兰
空爆,Catapult,女性,1,立绘_空爆_1.png,https://media.prts.wiki/8/87/%E7%AB%8B%E7%BB%98_%E7%A9%BA%E7%88%86_1.png,行动预备组A6,方舟干员,3,PA63,狙击,炮手,行动预备组A6,卡西米尔
空爆,Catapult,女性,skin1,立绘_空爆_skin1.png,https://media.prts.wiki/4/4c/%E7%AB%8B%E7%BB%98_%E7%A9%BA%E7%88%86_skin1.png,行动预备组A6,方舟干员,3,PA63,狙击,炮手,行动预备组A6,卡西米尔
米格鲁,Beagle,女性,1,立绘_米格鲁_1.png,https://media.prts.wiki/4/44/%E7%AB%8B%E7%BB%98_%E7%B1%B3%E6%A0%BC%E9%B2%81_1.png,行动预备组A1,方舟干员,3,PA14,重装,铁卫,行动预备组A1,玻利瓦尔
米格鲁,Beagle,女性,skin1,立绘_米格鲁_skin1.png,https://media.prts.wiki/d/d3/%E7%AB%8B%E7%BB%98_%E7%B1%B3%E6%A0%BC%E9%B2%81_skin1.png,行动预备组A1,方舟干员,3,PA14,重装,铁卫,行动预备组A1,玻利瓦尔
絮雨,Whisperain,女性,1,立绘_絮雨_1.png,https://media.prts.wiki/3/38/%E7%AB%8B%E7%BB%98_%E7%B5%AE%E9%9B%A8_1.png,伊比利亚,方舟干员,5,R163,医疗,疗养师,伊比利亚,伊比利亚
絮雨,Whisperain,女性,2,立绘_絮雨_2.png,https://media.prts.wiki/8/87/%E7%AB%8B%E7%BB%98_%E7%B5%AE%E9%9B%A8_2.png,伊比利亚,方舟干员,5,R163,医疗,疗养师,伊比利亚,伊比利亚
絮雨,Whisperain,女性,skin1,立绘_絮雨_skin1.png,https://media.prts.wiki/f/fc/%E7%AB%8B%E7%BB%98_%E7%B5%AE%E9%9B%A8_skin1.png,伊比利亚,方舟干员,5,R163,医疗,疗养师,伊比利亚,伊比利亚
絮雨,Whisperain,女性,skin2,立绘_絮雨_skin2.png,https://media.prts.wiki/6/6e/%E7%AB%8B%E7%BB%98_%E7%B5%AE%E9%9B%A8_skin2.png,伊比利亚,方舟干员,5,R163,医疗,疗养师,伊比利亚,伊比利亚
红,Projekt Red,女性,1,立绘_红_1.png,https://media.prts.wiki/c/c4/%E7%AB%8B%E7%BB%98_%E7%BA%A2_1.png,S.W.E.E.P.,方舟干员,5,SW01,特种,处决者,S.W.E.E.P.,未公开
红,Projekt Red,女性,2,立绘_红_2.png,https://media.prts.wiki/a/ab/%E7%AB%8B%E7%BB%98_%E7%BA%A2_2.png,S.W.E.E.P.,方舟干员,5,SW01,特种,处决者,S.W.E.E.P.,未公开
红,Projekt Red,女性,skin1,立绘_红_skin1.png,https://media.prts.wiki/d/d5/%E7%AB%8B%E7%BB%98_%E7%BA%A2_skin1.png,S.W.E.E.P.,方舟干员,5,SW01,特种,处决者,S.W.E.E.P.,未公开
红云,Vermeil,女性,1,立绘_红云_1.png,https://media.prts.wiki/3/3d/%E7%AB%8B%E7%BB%98_%E7%BA%A2%E4%BA%91_1.png,叙拉古,方舟干员,4,R122,狙击,速射手,叙拉古,不明
红云,Vermeil,女性,2,立绘_红云_2.png,https://media.prts.wiki/d/d9/%E7%AB%8B%E7%BB%98_%E7%BA%A2%E4%BA%91_2.png,叙拉古,方舟干员,4,R122,狙击,速射手,叙拉古,不明
红云,Vermeil,女性,skin1,立绘_红云_skin1.png,https://media.prts.wiki/4/49/%E7%AB%8B%E7%BB%98_%E7%BA%A2%E4%BA%91_skin1.png,叙拉古,方舟干员,4,R122,狙击,速射手,叙拉古,不明
红豆,Vigna,女性,1,立绘_红豆_1.png,https://media.prts.wiki/7/70/%E7%AB%8B%E7%BB%98_%E7%BA%A2%E8%B1%86_1.png,哥伦比亚,方舟干员,4,R105,先锋,冲锋手,哥伦比亚,卡兹戴尔
红豆,Vigna,女性,2,立绘_红豆_2.png,https://media.prts.wiki/2/26/%E7%AB%8B%E7%BB%98_%E7%BA%A2%E8%B1%86_2.png,哥伦比亚,方舟干员,4,R105,先锋,冲锋手,哥伦比亚,卡兹戴尔
红豆,Vigna,女性,skin1,立绘_红豆_skin1.png,https://media.prts.wiki/d/df/%E7%AB%8B%E7%BB%98_%E7%BA%A2%E8%B1%86_skin1.png,哥伦比亚,方舟干员,4,R105,先锋,冲锋手,哥伦比亚,卡兹戴尔
红豆,Vigna,女性,skin2,立绘_红豆_skin2.png,https://media.prts.wiki/d/d7/%E7%AB%8B%E7%BB%98_%E7%BA%A2%E8%B1%86_skin2.png,哥伦比亚,方舟干员,4,R105,先锋,冲锋手,哥伦比亚,卡兹戴尔
红隼,Kestrel,女性,1,立绘_红隼_1.png,https://media.prts.wiki/9/94/%E7%AB%8B%E7%BB%98_%E7%BA%A2%E9%9A%BC_1.png,萨尔贡,方舟干员,5,SG12,先锋,尖兵,萨尔贡,萨尔贡
红隼,Kestrel,女性,2,立绘_红隼_2.png,https://media.prts.wiki/1/19/%E7%AB%8B%E7%BB%98_%E7%BA%A2%E9%9A%BC_2.png,萨尔贡,方舟干员,5,SG12,先锋,尖兵,萨尔贡,萨尔贡
红隼,Kestrel,女性,skin1,立绘_红隼_skin1.png,https://media.prts.wiki/c/c1/%E7%AB%8B%E7%BB%98_%E7%BA%A2%E9%9A%BC_skin1.png,萨尔贡,方舟干员,5,SG12,先锋,尖兵,萨尔贡,萨尔贡
纯烬艾雅法拉,Eyjafjalla the Hvít Aska,女性,1,立绘_纯烬艾雅法拉_1.png,https://media.prts.wiki/5/50/%E7%AB%8B%E7%BB%98_%E7%BA%AF%E7%83%AC%E8%89%BE%E9%9B%85%E6%B3%95%E6%8B%89_1.png,莱塔尼亚,方舟干员,6,LN10,医疗,行医,莱塔尼亚,莱塔尼亚
纯烬艾雅法拉,Eyjafjalla the Hvít Aska,女性,2,立绘_纯烬艾雅法拉_2.png,https://media.prts.wiki/0/04/%E7%AB%8B%E7%BB%98_%E7%BA%AF%E7%83%AC%E8%89%BE%E9%9B%85%E6%B3%95%E6%8B%89_2.png,莱塔尼亚,方舟干员,6,LN10,医疗,行医,莱塔尼亚,莱塔尼亚
纯烬艾雅法拉,Eyjafjalla the Hvít Aska,女性,skin1,立绘_纯烬艾雅法拉_skin1.png,https://media.prts.wiki/e/e8/%E7%AB%8B%E7%BB%98_%E7%BA%AF%E7%83%AC%E8%89%BE%E9%9B%85%E6%B3%95%E6%8B%89_skin1.png,莱塔尼亚,方舟干员,6,LN10,医疗,行医,莱塔尼亚,莱塔尼亚
终曲阿米娅,Amiya the Furnace Finale,女性,1,立绘_终曲阿米娅_1.png,https://media.prts.wiki/6/63/%E7%AB%8B%E7%BB%98_%E7%BB%88%E6%9B%B2%E9%98%BF%E7%B1%B3%E5%A8%85_1.png,罗德岛,方舟特殊,,,,,,雷姆必拓
终曲阿米娅,Amiya the Furnace Finale,女性,2,立绘_终曲阿米娅_2.png,https://media.prts.wiki/a/a7/%E7%AB%8B%E7%BB%98_%E7%BB%88%E6%9B%B2%E9%98%BF%E7%B1%B3%E5%A8%85_2.png,罗德岛,方舟特殊,,,,,,雷姆必拓
绮良,Kirara,女性,1,立绘_绮良_1.png,https://media.prts.wiki/7/78/%E7%AB%8B%E7%BB%98_%E7%BB%AE%E8%89%AF_1.png,东,方舟干员,5,HK05,特种,伏击客,东,东国
绮良,Kirara,女性,2,立绘_绮良_2.png,https://media.prts.wiki/c/ce/%E7%AB%8B%E7%BB%98_%E7%BB%AE%E8%89%AF_2.png,东,方舟干员,5,HK05,特种,伏击客,东,东国
绮良,Kirara,女性,skin1,立绘_绮良_skin1.png,https://media.prts.wiki/3/33/%E7%AB%8B%E7%BB%98_%E7%BB%AE%E8%89%AF_skin1.png,东,方舟干员,5,HK05,特种,伏击客,东,东国
维什戴尔,Wiš'adel,女性,1,立绘_维什戴尔_1.png,https://media.prts.wiki/7/70/%E7%AB%8B%E7%BB%98_%E7%BB%B4%E4%BB%80%E6%88%B4%E5%B0%94_1.png,巴别塔,方舟干员,6,B00W,狙击,投掷手,巴别塔,卡兹戴尔
维什戴尔,Wiš'adel,女性,2,立绘_维什戴尔_2.png,https://media.prts.wiki/9/94/%E7%AB%8B%E7%BB%98_%E7%BB%B4%E4%BB%80%E6%88%B4%E5%B0%94_2.png,巴别塔,方舟干员,6,B00W,狙击,投掷手,巴别塔,卡兹戴尔
维什戴尔,Wiš'adel,女性,skin1,立绘_维什戴尔_skin1.png,https://media.prts.wiki/b/b2/%E7%AB%8B%E7%BB%98_%E7%BB%B4%E4%BB%80%E6%88%B4%E5%B0%94_skin1.png,巴别塔,方舟干员,6,B00W,狙击,投掷手,巴别塔,卡兹戴尔
维什戴尔,Wiš'adel,女性,skin2,立绘_维什戴尔_skin2.png,https://media.prts.wiki/f/f6/%E7%AB%8B%E7%BB%98_%E7%BB%B4%E4%BB%80%E6%88%B4%E5%B0%94_skin2.png,巴别塔,方舟干员,6,B00W,狙击,投掷手,巴别塔,卡兹戴尔
维娜·维多利亚,Vina Victoria,女性,1,立绘_维娜·维多利亚_1.png,https://media.prts.wiki/4/4c/%E7%AB%8B%E7%BB%98_%E7%BB%B4%E5%A8%9C%C2%B7%E7%BB%B4%E5%A4%9A%E5%88%A9%E4%BA%9A_1.png,维多利亚,方舟干员,6,VC00,近卫,术战者,维多利亚,维多利亚
维娜·维多利亚,Vina Victoria,女性,2,立绘_维娜·维多利亚_2.png,https://media.prts.wiki/8/8e/%E7%AB%8B%E7%BB%98_%E7%BB%B4%E5%A8%9C%C2%B7%E7%BB%B4%E5%A4%9A%E5%88%A9%E4%BA%9A_2.png,维多利亚,方舟干员,6,VC00,近卫,术战者,维多利亚,维多利亚
维娜·维多利亚,Vina Victoria,女性,skin1,立绘_维娜·维多利亚_skin1.png,https://media.prts.wiki/b/b3/%E7%AB%8B%E7%BB%98_%E7%BB%B4%E5%A8%9C%C2%B7%E7%BB%B4%E5%A4%9A%E5%88%A9%E4%BA%9A_skin1.png,维多利亚,方舟干员,6,VC00,近卫,术战者,维多利亚,维多利亚
维荻,Verdant,男性,1,立绘_维荻_1.png,https://media.prts.wiki/e/e6/%E7%AB%8B%E7%BB%98_%E7%BB%B4%E8%8D%BB_1.png,维多利亚,方舟干员,4,VC25,特种,傀儡师,维多利亚,维多利亚
维荻,Verdant,男性,2,立绘_维荻_2.png,https://media.prts.wiki/7/76/%E7%AB%8B%E7%BB%98_%E7%BB%B4%E8%8D%BB_2.png,维多利亚,方舟干员,4,VC25,特种,傀儡师,维多利亚,维多利亚
维荻,Verdant,男性,skin1,立绘_维荻_skin1.png,https://media.prts.wiki/3/3e/%E7%AB%8B%E7%BB%98_%E7%BB%B4%E8%8D%BB_skin1.png,维多利亚,方舟干员,4,VC25,特种,傀儡师,维多利亚,维多利亚
缄默德克萨斯,Texas the Omertosa,女性,1,立绘_缄默德克萨斯_1.png,https://media.prts.wiki/6/65/%E7%AB%8B%E7%BB%98_%E7%BC%84%E9%BB%98%E5%BE%B7%E5%85%8B%E8%90%A8%E6%96%AF_1.png,企鹅物流,方舟干员,6,PL07,特种,处决者,企鹅物流,哥伦比亚
缄默德克萨斯,Texas the Omertosa,女性,2,立绘_缄默德克萨斯_2.png,https://media.prts.wiki/f/f2/%E7%AB%8B%E7%BB%98_%E7%BC%84%E9%BB%98%E5%BE%B7%E5%85%8B%E8%90%A8%E6%96%AF_2.png,企鹅物流,方舟干员,6,PL07,特种,处决者,企鹅物流,哥伦比亚
缄默德克萨斯,Texas the Omertosa,女性,skin1,立绘_缄默德克萨斯_skin1.png,https://media.prts.wiki/b/b9/%E7%AB%8B%E7%BB%98_%E7%BC%84%E9%BB%98%E5%BE%B7%E5%85%8B%E8%90%A8%E6%96%AF_skin1.png,企鹅物流,方舟干员,6,PL07,特种,处决者,企鹅物流,哥伦比亚
缄默德克萨斯,Texas the Omertosa,女性,skin2,立绘_缄默德克萨斯_skin2.png,https://media.prts.wiki/f/f1/%E7%AB%8B%E7%BB%98_%E7%BC%84%E9%BB%98%E5%BE%B7%E5%85%8B%E8%90%A8%E6%96%AF_skin2.png,企鹅物流,方舟干员,6,PL07,特种,处决者,企鹅物流,哥伦比亚
缇缇,Titi,女性,1,立绘_缇缇_1.png,https://media.prts.wiki/c/ca/%E7%AB%8B%E7%BB%98_%E7%BC%87%E7%BC%87_1.png,萨尔贡,方舟干员,6,SG15,医疗,咒愈师,萨尔贡,萨尔贡
缇缇,Titi,女性,2,立绘_缇缇_2.png,https://media.prts.wiki/2/2e/%E7%AB%8B%E7%BB%98_%E7%BC%87%E7%BC%87_2.png,萨尔贡,方舟干员,6,SG15,医疗,咒愈师,萨尔贡,萨尔贡
